g u-g g-r r-i i-z mux muy HRV UU VV WW Px Mv CL Typ Teff logg Pop Age Mass Mbol Radius [M/H] [a/Fe] longitude latitude RAJ2000 DECJ2000 Dist x_Gal y_Gal z_Gal Av errPx errMux errMuy errHrv errMv errMass errAge errTeff errLogg errMet errAlphaFe errBand_g errBand_u errBand_r errBand_i errBand_z
21.442 2.88 1.384 0.645 0.367 14.075 -3.408 59.93 -39.83 -99.31 10.84 0.00087 10.3 5 7.1 3695.0 4.91 8 10.014 0.423 8.902 0.353 -0.807 0.243 239.446182 -47.600292 62.106609 -37.202232 1.1455 -8.3927 -0.6652 -0.8309 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.837 2.745 1.326 0.635 0.36 0.467 -0.04 3.32 -0.6 3.48 -6.41 0.00087 9.72 5 7.05 3920.0 4.91 8 10.1215 0.467 8.604 0.391 -0.552 0.229 239.437088 -47.951122 61.666092 -37.201527 1.1502 -8.3917 -0.6634 -0.8391 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.388 2.58 1.247 0.64 0.361 11.094 1.269 68.81 -48.51 -72.05 -20.16 0.00087 9.31 5 7.0 3834.0 4.81 8 10.0432 0.611 8.306 0.43 -0.085 0.174 239.760101 -48.006241 61.599701 -37.418335 1.1515 -8.388 -0.6656 -0.8408 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.462 2.434 0.829 0.27 0.135 -7.243 14.19 22.09 -67.29 52.22 -39.3 0.00087 7.03 5 6.35 4776.0 4.78 8 10.0424 0.739 6.579 0.635 0.039 0.183 239.699432 -47.648041 62.049973 -37.37365 1.1556 -8.3928 -0.6722 -0.839 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.785 1.679 0.612 0.218 0.096 -12.169 -8.802 71.05 45.7 -21.2 -92.38 0.00087 6.42 5 6.05 5108.0 4.69 8 10.0695 0.589 6.114 0.682 -0.939 0.288 240.050873 -47.603554 62.109562 -37.609974 1.1439 -8.385 -0.6683 -0.8297 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.613 1.621 0.571 0.201 0.082 -0.419 3.991 47.18 -33.12 -8.46 -43.75 0.00087 6.26 5 5.9 5194.0 4.53 8 9.7767 0.747 5.952 0.702 -0.638 0.253 239.468735 -47.962029 61.652702 -37.222847 1.1456 -8.3897 -0.6607 -0.8358 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.632 0.631 -0.302 -0.213 -0.254 7.366 13.801 89.92 -113.08 -32.63 -45.69 0.00088 11.45 6 9.0 13187.0 8.02 8 9.9979 0.552 10.595 0.013 -0.527 0.227 239.187469 -48.058094 61.528996 -37.03603 1.1425 -8.3911 -0.6558 -0.8348 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.943 2.759 1.327 0.702 0.4 6.928 4.181 95.3 -67.21 -71.3 -46.17 0.00087 10.82 5 7.1 3752.0 5.04 11 11.8973 0.153 9.335 0.288 -0.595 0.185 239.806931 -47.804825 61.853676 -37.447849 1.1521 -8.3892 -0.6688 -0.8385 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.212 2.008 0.94 0.352 0.201 -9.572 -17.49 52.66 97.7 -51.5 -72.98 0.00087 7.78 5 6.6 4422.0 4.76 11 12.2145 0.596 7.224 0.542 -0.925 0.334 240.223816 -48.212055 61.341518 -37.728756 1.1468 -8.3795 -0.6633 -0.8401 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.123 2.677 1.282 0.813 0.464 7.221 5.893 16.7 -52.39 -25.35 20.8 0.00085 9.97 5 7.15 3712.0 4.77 6 5.8534 0.741 8.853 0.372 0.169 -0.014 239.323868 -48.091499 61.488697 -37.127621 1.1746 -8.4003 -0.6748 -0.8592 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.383 2.5 1.158 0.473 0.273 8.051 8.156 55.96 -71.73 -32.68 -19.79 0.00086 7.89 5 6.7 4193.0 4.64 6 6.1485 0.788 7.22 0.625 -0.286 -0.002 239.930069 -48.238178 61.308243 -37.533085 1.1644 -8.3886 -0.6712 -0.8536 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.476 2.511 1.144 0.46 0.265 8.765 8.29 34.37 -67.64 -21.84 1.31 0.00086 7.98 5 6.7 4140.0 4.57 6 6.1471 0.59 7.149 0.636 -0.176 0.033 240.029465 -48.530441 60.939548 -37.599194 1.1673 -8.3862 -0.6697 -0.8597 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.192 2.479 1.126 0.438 0.253 1.608 -1.508 17.43 -4.46 -19.61 -8.12 0.00085 7.68 5 6.7 4093.0 4.5 5 4.036 0.804 7.079 0.647 -0.387 0.006 240.25174 -48.13353 61.440804 -37.747387 1.1779 -8.3901 -0.6825 -0.8622 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.916 2.725 1.314 0.649 0.368 -0.951 -14.732 41.69 50.41 -56.09 -34.25 0.00086 9.79 5 7.05 3769.0 4.82 8 10.1979 0.273 8.604 0.391 -0.385 0.254 239.720032 -48.504501 60.972252 -37.394222 1.1612 -8.3879 -0.6644 -0.8548 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.525 2.546 1.226 0.608 0.341 5.565 4.422 55.9 -50.11 -35.17 -21.01 0.00085 9.41 5 7.0 3941.0 4.89 8 10.023 0.422 8.158 0.448 -0.369 0.157 239.499542 -47.960377 61.655106 -37.243473 1.1793 -8.4008 -0.6804 -0.8608 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.188 2.523 1.205 0.585 0.327 11.545 3.397 5.19 -43.56 -28.1 34.34 0.00086 9.1 5 6.95 3957.0 4.82 8 9.9721 0.572 8.012 0.468 -0.14 0.161 240.198441 -48.277325 61.25901 -37.711796 1.1696 -8.3868 -0.6754 -0.8579 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.251 2.433 1.215 0.489 0.287 4.948 -7.74 18.33 29.6 -51.83 0.7 0.00085 8.75 5 6.9 4037.0 4.94 8 9.9126 0.371 7.867 0.489 -0.74 0.267 240.08197 -47.635952 62.068909 -37.631233 1.1715 -8.3937 -0.6842 -0.8506 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.08 1.782 0.706 0.257 0.126 4.138 -4.848 -0.89 14.13 -27.49 14.36 0.00085 6.63 5 6.25 4799.0 4.54 8 10.0032 0.789 6.427 0.65 -0.856 0.261 239.519409 -48.214478 61.336082 -37.25938 1.1799 -8.3988 -0.6776 -0.8648 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.792 2.814 1.349 0.677 0.385 13.608 -23.694 106.32 49.2 -171.99 -25.3 0.00085 10.61 5 7.1 3743.0 5.08 11 12.0871 0.325 9.335 0.288 -0.662 0.242 240.153168 -48.194012 61.364334 -37.681664 1.179 -8.3911 -0.6817 -0.8638 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.246 2.796 1.358 0.598 0.339 -7.983 -12.821 93.32 46.6 -68.13 -96.21 0.00085 10.07 5 7.05 3795.0 4.95 11 12.2228 0.172 9.022 0.322 -0.875 0.257 239.633835 -48.324207 61.198822 -37.336315 1.1758 -8.3952 -0.6745 -0.8632 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.037 2.723 1.33 0.602 0.34 -13.378 2.462 136.36 -32.94 -23.67 -151.57 0.00085 9.88 5 7.05 3891.0 5.12 11 12.015 0.395 8.866 0.341 -0.655 0.303 240.036392 -47.591751 62.12434 -37.60009 1.1735 -8.3953 -0.6856 -0.8515 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.298 2.363 1.145 0.446 0.258 15.643 -3.121 138.75 -61.43 -146.16 -39.7 0.00085 8.79 5 6.8 4140.0 4.95 11 11.9271 0.624 7.803 0.476 -0.756 0.265 240.028992 -47.844254 61.805618 -37.597282 1.1744 -8.3938 -0.6828 -0.8556 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.345 1.969 0.934 0.353 0.202 13.566 13.084 24.58 -100.22 -28.35 30.2 0.00085 7.86 5 6.6 4548.0 4.76 11 12.0464 0.633 7.224 0.542 -1.061 0.309 240.484604 -48.15818 61.409302 -37.902721 1.1732 -8.3855 -0.681 -0.859 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.385 1.701 0.711 0.265 0.132 -3.44 -1.105 118.99 -22.41 -64.88 -101.48 0.00085 6.94 5 6.3 4886.0 4.75 11 11.993 0.616 6.626 0.601 -0.897 0.273 239.814087 -48.29081 61.241581 -37.456055 1.1758 -8.3934 -0.6762 -0.8628 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.309 1.269 0.45 0.159 0.049 -8.638 -30.661 56.37 136.44 -84.94 -73.51 0.00086 5.94 5 5.45 5531.0 4.82 11 11.7694 0.921 5.637 0.713 -0.581 0.294 239.687317 -48.023342 61.577625 -37.369797 1.1634 -8.3927 -0.6717 -0.8499 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.932 2.691 1.366 0.855 0.49 0.701 2.674 57.12 -40.18 -23.25 -39.04 0.00084 10.7 5 7.2 3617.0 4.95 5 3.8505 0.233 9.346 0.318 -0.459 0.017 239.982056 -48.430099 61.066208 -37.567898 1.185 -8.3934 -0.6808 -0.8716 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.629 2.457 1.011 0.361 0.2 6.881 3.691 52.8 -46.43 -41.12 -19.7 0.00083 7.09 5 6.5 4394.0 4.65 7 8.4567 0.725 6.65 0.714 0.008 -0.017 239.938538 -47.755768 61.916622 -37.535797 1.1984 -8.4036 -0.6973 -0.8722 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.807 2.598 1.263 0.623 0.351 -3.827 0.857 12.8 -0.74 9.72 -27.4 0.00083 9.64 5 7.0 3838.0 4.77 8 9.9994 0.341 8.306 0.43 -0.387 0.223 240.040573 -48.472553 61.012577 -37.606678 1.1986 -8.3969 -0.6885 -0.8824 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.096 2.395 0.976 0.345 0.19 7.06 1.443 52.26 -40.53 -55.94 -7.02 0.00084 7.58 5 6.55 4458.0 4.65 8 10.1398 0.651 7.018 0.59 -0.183 0.177 240.184021 -47.678486 62.015903 -37.70031 1.186 -8.397 -0.6928 -0.8619 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.77 2.398 0.926 0.319 0.169 6.285 -0.947 56.3 -19.86 -59.52 -21.68 0.00084 7.25 5 6.5 4565.0 4.75 8 9.9796 0.775 6.875 0.605 -0.335 0.133 240.457108 -48.207428 61.346985 -37.884228 1.1974 -8.3935 -0.6942 -0.8777 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.118 1.999 0.677 0.231 0.106 12.595 3.636 41.02 -57.66 -58.67 19.13 0.00084 6.64 5 6.2 5020.0 4.6 8 10.0705 0.775 6.272 0.664 -0.544 0.205 240.343887 -48.019802 61.584728 -37.808914 1.1969 -8.3961 -0.6957 -0.8748 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.482 2.074 0.62 0.192 0.076 12.429 7.31 25.08 -66.82 -36.41 25.67 0.00084 6.03 5 5.9 5160.0 4.45 8 9.8231 0.814 5.952 0.702 0.005 0.151 240.194504 -47.67403 62.021587 -37.707344 1.1891 -8.398 -0.6947 -0.8641 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.549 0.565 -0.35 -0.231 -0.277 6.377 10.366 12.0 -74.64 5.28 14.56 0.00084 11.32 6 9.0 14623.0 7.79 8 9.9564 0.731 10.14 0.013 -0.292 0.216 240.579422 -47.788471 61.877934 -37.966682 1.1886 -8.3923 -0.6956 -0.8654 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.592 2.109 1.006 0.379 0.216 28.119 -10.026 185.86 -67.65 -235.3 -40.15 0.00083 8.05 5 6.65 4298.0 4.78 11 12.0131 0.583 7.368 0.528 -0.854 0.325 240.172668 -48.43531 61.05938 -37.694366 1.198 -8.3953 -0.6895 -0.8813 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.318 2.197 0.764 0.258 0.126 12.757 3.314 1.8 -42.11 -48.63 55.47 0.00084 6.83 5 6.3 4878.0 4.65 11 12.1908 0.576 6.626 0.601 -0.135 0.21 239.972443 -48.23344 61.314308 -37.561298 1.1938 -8.3979 -0.6885 -0.8754 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.841 2.658 1.296 0.769 0.438 -2.663 -1.352 4.57 5.63 -2.59 -12.29 0.00082 9.62 5 7.1 3779.0 4.86 6 6.2156 0.547 8.718 0.388 -0.303 -0.037 240.269394 -47.891438 61.747013 -37.758781 1.215 -8.404 -0.7075 -0.8864 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.468 2.581 1.121 0.432 0.249 15.636 16.946 83.62 -155.48 -53.17 -0.12 0.00083 7.89 5 6.7 4295.0 4.65 7 8.474 0.478 7.01 0.657 -0.137 0.053 239.79895 -48.422958 61.075089 -37.446392 1.2089 -8.4036 -0.6934 -0.8894 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.707 2.391 0.778 0.25 0.12 3.737 -6.484 29.28 7.52 -52.99 -0.41 0.00083 6.19 5 6.2 4899.0 4.46 7 8.5739 0.813 5.883 0.836 -0.076 0.013 240.612793 -47.900078 61.736359 -37.989033 1.2104 -8.3982 -0.7071 -0.8831 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.788 2.719 1.34 0.752 0.43 12.757 21.539 81.65 -164.15 -35.36 -10.06 0.00082 10.53 5 7.15 3671.0 5.01 8 10.2395 0.226 9.203 0.318 -0.562 0.229 240.608032 -48.42321 61.072628 -37.983307 1.2149 -8.3957 -0.7024 -0.8938 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.104 2.05 0.881 0.321 0.171 2.368 11.208 -4.22 -57.76 21.21 11.37 0.00083 7.58 5 6.5 4528.0 4.51 8 9.9387 0.736 6.875 0.605 -0.595 0.254 239.460617 -47.741734 61.929245 -37.214306 1.2002 -8.4101 -0.6951 -0.8733 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.832 1.795 0.621 0.216 0.094 12.466 3.063 -3.23 -36.14 -32.6 46.12 0.00082 6.34 5 6.05 5092.0 4.72 8 10.0552 0.702 6.114 0.682 -0.493 0.323 239.383209 -48.120018 61.453533 -37.167587 1.2144 -8.4129 -0.6977 -0.8892 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.101 2.649 1.315 0.573 0.321 -3.318 -12.418 178.92 0.3 -120.37 -143.65 0.00082 9.89 5 7.05 3819.0 4.96 11 12.0348 0.275 8.713 0.358 -0.775 0.312 239.712814 -48.264233 61.274639 -37.388535 1.2124 -8.407 -0.6969 -0.8897 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.706 2.581 1.284 0.571 0.319 -4.071 -6.897 124.24 1.09 -82.46 -109.47 0.00083 9.52 5 7.0 3908.0 4.81 11 12.078 0.466 8.559 0.377 -0.55 0.27 239.862473 -47.611359 62.09795 -37.48304 1.2082 -8.409 -0.7044 -0.8774 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.235 2.485 1.222 0.554 0.309 22.063 0.99 122.26 -93.44 -140.63 -11.78 0.00083 9.07 5 6.9 3996.0 4.96 11 11.7973 0.33 8.252 0.417 -0.635 0.224 239.828354 -47.870396 61.771275 -37.462872 1.2118 -8.4085 -0.7027 -0.8837 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.838 2.409 1.12 0.428 0.249 3.045 -0.407 -36.13 8.78 2.22 43.19 0.00083 8.27 5 6.75 4220.0 4.82 11 11.936 0.731 7.657 0.495 -0.375 0.194 240.44339 -48.160271 61.406761 -37.875233 1.2106 -8.3984 -0.7025 -0.8869 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.004 2.047 0.842 0.304 0.159 25.744 6.604 60.74 -114.92 -111.53 57.23 0.00083 7.47 5 6.45 4674.0 4.72 11 11.8618 0.649 6.93 0.571 -0.813 0.241 239.234665 -48.154495 61.408783 -37.068893 1.21 -8.4129 -0.6936 -0.8864 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.998 2.707 1.296 0.826 0.472 5.589 2.314 19.15 -34.29 -16.22 7.43 0.00081 10.73 5 7.15 3693.0 4.86 8 9.9774 0.229 9.355 0.3 -0.068 0.119 239.760788 -47.960144 61.65773 -37.418396 1.2366 -8.417 -0.7154 -0.9034 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.8 2.674 1.273 0.826 0.471 6.946 -6.358 66.97 -3.9 -85.51 -17.73 0.00081 10.55 5 7.15 3746.0 4.89 8 10.2475 0.331 9.203 0.318 -0.01 0.1 240.288101 -47.745407 61.931812 -37.770756 1.2343 -8.4114 -0.7209 -0.8986 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.503 2.772 1.422 0.626 0.357 5.36 -4.998 78.01 -15.96 -75.5 -36.67 0.00081 10.18 5 7.1 3804.0 5.2 8 9.9809 0.208 9.052 0.334 -1.371 0.308 240.246964 -48.330593 61.191582 -37.743977 1.2309 -8.4061 -0.7104 -0.9044 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.809 2.64 1.281 0.64 0.362 -1.656 3.459 -4.27 -12.8 17.77 -1.15 0.00081 9.57 5 7.05 3820.0 4.93 8 10.0775 0.613 8.454 0.409 -0.373 0.208 240.493698 -47.883781 61.757069 -37.909187 1.2301 -8.4063 -0.7179 -0.8975 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.434 2.492 1.295 0.528 0.294 9.6 -2.105 41.78 -20.25 -58.53 0.34 0.00082 9.22 5 7.0 3947.0 5.0 8 10.0001 0.397 8.158 0.448 -0.974 0.31 239.450073 -48.490181 60.989353 -37.215282 1.224 -8.4123 -0.6986 -0.9016 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.073 2.409 1.182 0.469 0.273 10.625 -1.19 105.74 -51.83 -107.72 -36.58 0.00081 8.46 5 6.85 4107.0 4.69 8 9.8855 0.511 7.724 0.508 -0.639 0.247 239.799225 -48.274048 61.262646 -37.446098 1.2317 -8.4124 -0.7085 -0.9043 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.29 1.969 0.723 0.255 0.124 -2.542 3.364 -21.58 -1.67 36.01 1.29 0.00081 6.73 5 6.25 4941.0 4.69 8 9.9307 0.743 6.427 0.65 -0.466 0.213 239.996216 -48.54665 60.919167 -37.577148 1.2371 -8.4095 -0.7092 -0.9122 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.771 2.784 1.333 0.664 0.378 3.586 4.148 164.11 -77.66 -97.6 -109.45 0.00081 10.5 5 7.1 3736.0 5.0 11 12.0023 0.365 9.179 0.305 -0.394 0.212 240.146393 -48.318188 61.207428 -37.677132 1.2332 -8.4082 -0.7112 -0.906 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.162 1.268 0.45 0.159 0.049 18.601 -15.766 91.06 3.6 -165.93 7.97 0.00081 5.66 5 5.45 5547.0 4.62 11 12.0101 0.812 5.637 0.713 -0.756 0.256 239.147461 -48.462311 61.022305 -37.014462 1.2381 -8.421 -0.7048 -0.9118 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.974 2.781 1.33 0.912 0.523 0.848 1.834 66.81 -35.15 -43.96 -39.45 0.0008 10.66 5 7.2 3578.0 4.88 7 8.5551 0.355 9.418 0.311 -0.307 -0.02 239.733627 -48.355518 61.159836 -37.402805 1.2441 -8.4167 -0.714 -0.9147 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.2 1.897 0.619 0.207 0.087 5.121 5.374 51.93 -67.02 -26.39 -18.31 0.00081 5.66 5 6.0 5115.0 4.58 6 6.1079 0.874 5.459 0.906 -0.309 0.077 240.453888 -47.827412 61.828457 -37.882416 1.2422 -8.4112 -0.7255 -0.9056 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
21.8 2.697 1.318 0.753 0.429 4.032 -0.333 36.81 -18.59 -45.45 -8.99 0.00079 10.49 5 7.1 3660.0 4.82 8 10.057 0.503 9.052 0.334 -0.165 0.175 240.46608 -48.216759 61.335125 -37.890167 1.2592 -8.4136 -0.73 -0.924 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.894 2.662 1.293 0.626 0.353 7.523 3.896 95.73 -69.25 -78.57 -40.13 0.0008 9.61 5 7.05 3800.0 4.83 8 10.1515 0.484 8.454 0.409 -0.61 0.26 240.277786 -47.802586 61.85944 -37.764084 1.2577 -8.4188 -0.7336 -0.9167 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
20.178 2.491 1.229 0.555 0.31 10.241 -8.488 80.82 -3.95 -113.98 -19.18 0.0008 8.94 5 6.95 3994.0 4.74 8 10.1444 0.446 8.012 0.468 -0.341 0.255 239.731644 -48.258759 61.281631 -37.401035 1.2504 -8.4196 -0.719 -0.918 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.479 2.392 1.21 0.479 0.276 3.756 3.358 28.41 -37.47 -24.88 1.94 0.0008 8.83 5 6.9 3875.0 4.71 8 10.1569 0.545 7.867 0.489 -0.877 0.31 239.767838 -47.852489 61.79335 -37.422096 1.2549 -8.424 -0.7275 -0.9154 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
19.131 2.383 1.179 0.466 0.27 4.849 0.97 35.21 -31.79 -38.98 0.2 0.0008 8.5 5 6.85 4038.0 4.68 8 10.0808 0.711 7.724 0.508 -0.549 0.251 239.571381 -47.761349 61.905968 -37.289051 1.2477 -8.4248 -0.7232 -0.9088 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
18.871 2.466 1.076 0.4 0.228 -1.33 -0.442 25.52 -10.88 -8.69 -22.21 0.0008 8.23 5 6.7 4280.0 4.85 8 9.948 0.611 7.302 0.557 -0.124 0.189 240.407059 -48.25005 61.293163 -37.850742 1.2514 -8.4115 -0.7246 -0.9186 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
17.978 2.228 0.901 0.318 0.17 -0.034 9.762 51.01 -60.66 2.77 -40.73 0.0008 7.35 5 6.5 4535.0 4.77 8 10.009 0.47 6.875 0.605 -0.347 0.254 239.200241 -47.985489 61.62011 -37.043465 1.2578 -8.4311 -0.7231 -0.9195 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
16.603 1.702 0.548 0.181 0.066 -3.349 -8.853 12.99 44.98 -18.94 -20.6 0.0008 6.05 5 5.7 5328.0 4.51 8 10.0257 0.802 5.785 0.723 -0.58 0.207 239.621613 -48.329529 61.192074 -37.328228 1.2541 -8.4217 -0.7193 -0.9218 0.0 0.0 1.0 1.0 2.0 0.0 0.1 0.1 50.0 0.1 0.1 0.02 0.0 0.0 0.0 0.0 0.0
